,utterance_id,transcript_raw,response_transcript_raw,is_grammatical,labels,transcript_file,child_name,transcript_clean,response_transcript_clean
427,2,he's swimming .,he's swimming where ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,he's swimming.,he's swimming where?
428,3,he's donna see .,is he gonna see his mommy and daddy ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,he's donna see.,is he going to see his mommy and daddy?
429,4,he's don play with .,who who's he gonna play with ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,he's don play with.,who who's he going to play with?
430,5,at the store .,what store ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,at the store.,what store?
431,6,where's the &re here's the rest of him .,the rest of who ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,where's the here's the rest of him.,the rest of who?
432,7,when I can't build I can't build like that .,you can't build what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,when I can't build like that.,you can't build what?
433,8,where's where's  ..?,where's what ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,where's where's.,where's what?
434,9,he's James you caught that big fish .,"James caught a big fish, but who's Toughy up there ?",False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,he's James you caught that big fish.,"James caught a big fish, but who's Toughy up there?"
435,10,I drawed chalk only for kids .,what's for kids ?,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,I drawed chalk only for kids.,what's for kids?
436,11,I I got goodies from Santa Claus .,you got what from Santa Claus ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi03.annotated.cex,emily,I got goodies from Santa Claus.,you got what from Santa Claus?
437,0,he's going for a trailer for a safe ride .,a what ride ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,he's going for a trailer for a safe ride.,a what ride?
438,1,we snap it !,"snap them together, right !",False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,we snap it!,"snap them together, right!"
439,2,eye patch !,there's your eye patch .,False,"verb, subject",data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,eye patch!,there's your eye patch.
440,3,how to toilet .,"how to go in the toilet, right .",False,"verb, determiner, preposition",data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,how to toilet.,"how to go in the toilet, right."
441,4,she poopooed in diaper .,"in the diaper, yeah .",False,determiner,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,she poopooed in diaper.,"in the diaper, yeah."
442,5,we need,we need to keep warm ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,we need.,we need to keep warm?
443,6,flaming hot xxx .,flaming hot what ?,False,subject,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,flaming hot.,flaming hot what?
444,7,let's pretend this is home !,home where ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,let's pretend this is home!,home where?
445,8,"Danny, there are maybe she's &um, just choking .",who's choking ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,"Danny, there are maybe she's just choking.",who's choking?
446,9,I make it a different day .,you made it a different day ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,I make it a different day.,you made it a different day?
447,10,I make it a different day .,"oh, you made it yesterday or something ?",False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,I make it a different day.,"oh, you made it yesterday or something?"
448,11,a lady card .,you're running a what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi21.annotated.cex,emily,a lady card.,you're running a what?
449,0,just in there .,what's in there ?,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,just in there.,what's in there?
450,1,he went back there .,back where ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,he went back there.,back where?
451,2,even it's snowing [=! whispering] .,for when it's snowing .,False,preposition,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,even it's snowing.,for when it's snowing.
452,3,because I not fair at the racing part .,because why ?,False,verb,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,because I not fair at the racing part.,because why?
453,4,he's in his litter box digging for food .,in the litter box ?,False,determiner,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,he's in his litter box digging for food.,in the litter box?
454,5,how did I I was bothering her .,you were watering Tiki ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,how did I was bothering her.,you were watering Tiki?
455,6,you house cat .,I'm a house cat ?,False,"verb, determiner",data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,you house cat.,I'm a house cat?
456,7,I fighted with her too .,you fought with Grandma !,False,past,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,I fighted with her too.,you fought with Grandma!
457,8,what that polar bear doing ?,"read me the story, what is he doing ?",False,present_progressive,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,what that polar bear doing?,"read me the story, what is he doing?"
458,9,and that and they will give us a piece of candy [=! whispering] .,who will ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,and that and they will give us a piece of candy.,who will?
459,10,where's the toys Carey ?,what toys ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,where's the toys Carey?,what toys?
460,11,I gotta,we gotta talk .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,I gotta.,we gotta talk.
461,12,I gotta,you gotta talk to me .,False,verb,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,I gotta.,you gotta talk to me.
462,13,we kick it .,kick what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,we kick it.,kick what?
463,14,he's going under the tunnel .,"yeah, but how do you go underneath the tunnel ?",False,preposition,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,he's going under the tunnel.,"yeah, but how do you go underneath the tunnel?"
464,15,I gotta put them in there to show you .,to show me what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,I gotta put them in there to show you.,to show me what?
465,16,don't be just .,don't be what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi07.annotated.cex,emily,don't be just.,don't be what?
466,0,"I need buy one those, I need get one of those toys for Tiki down there .","oh, one of the cat toys ?",False,preposition,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"I need buy one those, I need get one of those toys for Tiki down there.","oh, one of the cat toys?"
467,1,"we went there to spend the night, we went to get Aunt Barb cookies .",we went where ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"we went there to spend the night, we went to get Aunt Barb cookies.",we went where?
468,2,the bridge was a little slippery .,the what was ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,the bridge was a little slippery.,the what was?
469,3,"and he helped me do mine, and I helped him do his .","so, &um what",True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"and he helped me do mine, and I helped him do his.","so, what."
470,4,James is gonna start karate too .,who is ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,James is going to start karate too.,who is?
471,5,"and he says, wee wee .",he said what ?,False,"other, other",data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"and he says, wee.",he said what?
472,6,"we're not, it doesn't talk &ah well, we don't talk, it it, it's finished talking .",it's what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"we're not, doesn't talk well, we don't talk, it, it's finished talking.",it's what?
473,7,"not the Shrek Cheetos, they make your xxx green .",they make your what ?,False,object,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"not the Shrek Cheetos, they make your green.",they make your what?
474,8,your tongue real green .,they make your tongue real green .,False,"subject, verb",data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,your tongue real green.,they make your tongue real green.
475,9,pours on !,"pours water on you, yep .",False,"object, other",data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,pours on!,"pours water on you, yep."
476,10,I kind of drop her a little bit .,you dropped her a little bit ?,False,past,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,I kind of drop her a little bit.,you dropped her a little bit?
477,11,"and it, and I and I've been making french fries, so you do it .",and what ?,True,,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,"and it, and I and I've been making french fries, so you do it.",and what?
478,12,squishing it .,how are you squishing it ?,False,"subject, present_progressive",data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,squishing it.,how are you squishing it?
479,13,every corner .,every corner what ?,False,other,data/hiller_fernandez_2016/data/annotated_data/Emily/emi19.annotated.cex,emily,every corner.,every corner what?
